"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 04 07:21:54 GMT 2022","Mon Apr 04 07:21:55 GMT 2022","1145","Suite","Test","testPackage01.Test_testData","testPackage01.Test_testData","f","f",""
"passed","Mon Apr 04 07:23:57 GMT 2022","Mon Apr 04 07:23:58 GMT 2022","1256","Suite","Test","testPackage01.Test_IsElementClickable","testPackage01.Test_IsElementClickable","testIsElementClickable","testIsElementClickable",""
"passed","Mon Apr 04 07:22:10 GMT 2022","Mon Apr 04 07:22:11 GMT 2022","1028","Suite","Test","testPackage01.SHAFTWizard.Test_Wizard_CLI","testPackage01.SHAFTWizard.Test_Wizard_CLI","test","test",""
"skipped","Mon Apr 04 07:34:30 GMT 2022","Mon Apr 04 07:34:30 GMT 2022","1","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isNotSelected","isNotSelected",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToFail","assertElementExists_true_expectedToFail",""
"passed","Mon Apr 04 07:38:19 GMT 2022","Mon Apr 04 07:38:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass",""
"passed","Mon Apr 04 07:38:16 GMT 2022","Mon Apr 04 07:38:17 GMT 2022","196","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","refreshCurrentPage","refreshCurrentPage",""
"passed","Mon Apr 04 07:37:54 GMT 2022","Mon Apr 04 07:37:54 GMT 2022","42","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getCurrentURL","getCurrentURL",""
"passed","Mon Apr 04 07:38:03 GMT 2022","Mon Apr 04 07:38:03 GMT 2022","263","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","maximizeWindow","maximizeWindow",""
"passed","Mon Apr 04 07:38:02 GMT 2022","Mon Apr 04 07:38:02 GMT 2022","24","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getWindowSize","getWindowSize",""
"passed","Mon Apr 04 07:25:28 GMT 2022","Mon Apr 04 07:25:28 GMT 2022","3","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f3_1","f3_1",""
"failed","Mon Apr 04 07:29:12 GMT 2022","Mon Apr 04 07:29:12 GMT 2022","0","Suite","Test","testPackage01.validationsWizard.Test_BrowserValidations","testPackage01.validationsWizard.Test_BrowserValidations","beforeClass","beforeClass",""
"passed","Mon Apr 04 07:37:42 GMT 2022","Mon Apr 04 07:37:48 GMT 2022","6333","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_true_expectedToFail","waitForElementToBePresent_true_expectedToFail",""
"passed","Mon Apr 04 07:24:57 GMT 2022","Mon Apr 04 07:24:57 GMT 2022","635","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f18","f18",""
"passed","Mon Apr 04 07:22:02 GMT 2022","Mon Apr 04 07:22:05 GMT 2022","3028","Suite","Test","testPackage01.Test_uploadFile","testPackage01.Test_uploadFile","uploadFile_invisibleUploadInput","uploadFile_invisibleUploadInput",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","5","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_type_true_literalComparison_expectedToPass","assertElementAttribute_type_true_literalComparison_expectedToPass",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToFail","assertNull_false_expectedToFail",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","29","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_multipleElementsFound_expectedToFail","assertElementExists_true_multipleElementsFound_expectedToFail",""
"skipped","Mon Apr 04 07:23:54 GMT 2022","Mon Apr 04 07:23:54 GMT 2022","15","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","assertOnConfirmPromptAlertWithoutTypingTextMessageResultText","assertOnConfirmPromptAlertWithoutTypingTextMessageResultText",""
"passed","Mon Apr 04 07:21:54 GMT 2022","Mon Apr 04 07:21:54 GMT 2022","18","Suite","Test","testPackage01.Test_checkJDKShellFilesGenerated","testPackage01.Test_checkJDKShellFilesGenerated","testJDKGeneratedSuccessfully","testJDKGeneratedSuccessfully",""
"passed","Mon Apr 04 07:26:02 GMT 2022","Mon Apr 04 07:26:04 GMT 2022","2339","Suite","Test","testPackage01.Test_clipboardActions","testPackage01.Test_clipboardActions","typeTextAndCopyPaste","typeTextAndCopyPaste",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_expectedToFail","assertElementExists_false_expectedToFail",""
"failed","Mon Apr 04 07:22:50 GMT 2022","Mon Apr 04 07:23:21 GMT 2022","30441","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","acceptAlert","acceptAlert",""
"passed","Mon Apr 04 07:26:11 GMT 2022","Mon Apr 04 07:26:11 GMT 2022","36","Suite","Test","testPackage01.Test_JsonCompareWithSpecialCharacters","testPackage01.Test_JsonCompareWithSpecialCharacters","specialCharacters_assertion","specialCharacters_assertion",""
"passed","Mon Apr 04 07:22:20 GMT 2022","Mon Apr 04 07:22:22 GMT 2022","1804","Suite","Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","dynamicLoading_elementIsHidden","dynamicLoading_elementIsHidden",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToPass","assertElementAttribute_true_containsComparison_expectedToPass",""
"passed","Mon Apr 04 07:38:19 GMT 2022","Mon Apr 04 07:38:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_greaterThan_expectedToPass","assertComparativeRelation_greaterThanOrEquals_true_greaterThan_expectedToPass",""
"skipped","Mon Apr 04 07:23:54 GMT 2022","Mon Apr 04 07:23:54 GMT 2022","5","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","acceptPromptAlertWithTextMessage","acceptPromptAlertWithTextMessage",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToFail","assertElementAttribute_true_containsComparison_expectedToFail",""
"passed","Mon Apr 04 07:22:48 GMT 2022","Mon Apr 04 07:22:48 GMT 2022","235","Suite","Test","testPackage01.Test_google_playwright","testPackage01.Test_google_playwright","clickNextThrice","TC003 - Clicks the next button to make sure that the framework can scroll element into view before clicking it",""
"skipped","Mon Apr 04 07:41:19 GMT 2022","Mon Apr 04 07:41:19 GMT 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_literalComparison_expectedToPass","assertElementAttribute_false_literalComparison_expectedToPass",""
